Date,CO (ppm),NO2 (ppb),O3 (ppm),PM2.5 (ug/m3 LC),SO2 (ppb)
2023-10-24,0.5,27.2,0.04,8.5,0.3
2023-10-25,0.3,15.7,0.03,7.8,0.1
2023-10-26,0.5,29.0,0.04,8.5,0.2
2023-10-27,0.6,32.2,0.05,10.0,0.2
2023-10-28,0.7,29.1,0.05,10.2,1.2
2023-10-29,0.7,45.8,0.05,10.1,0.5
2023-10-30,0.9,50.2,0.04,8.5,0.8
2023-10-31,0.8,49.9,0.04,7.1,0.6
2023-11-01,0.8,49.9,0.05,6.7,0.6
2023-11-02,0.8,54.4,0.05,9.2,0.6
2023-11-03,0.9,58.3,0.06,17.6,0.8
2023-11-04,1.2,49.4,0.06,19.7,0.9
2023-11-05,1.0,46.9,0.08,21.0,0.8
2023-11-06,1.0,39.8,0.04,14.5,0.8
2023-11-07,0.3,27.2,0.04,5.7,0.3
2023-11-08,0.5,37.1,0.04,6.3,0.5
2023-11-09,0.8,47.0,0.03,6.7,0.6
2023-11-10,0.9,47.5,0.03,8.5,1.1
2023-11-11,1.0,46.8,0.04,10.4,0.7
2023-11-12,0.8,45.3,0.05,7.4,0.5
2023-11-13,0.9,53.6,0.04,11.5,0.6
2023-11-14,1.0,51.5,0.04,10.3,0.6
2023-11-15,1.1,45.2,0.02,8.7,0.7
2023-11-16,0.5,27.6,0.03,6.5,0.2
2023-11-17,0.6,21.8,0.03,8.4,0.3
2023-11-18,0.3,16.3,0.03,8.07,0.4
2023-11-19,0.3,27.6,0.04,7.75,0.1
2023-11-20,0.8,47.7,0.03,7.42,0.5
2023-11-21,0.9,44.3,0.03,7.1,0.7
2023-11-22,0.7,44.6,0.04,5.3,0.4
2023-11-23,0.7,33.5,0.04,7.2,0.3
2023-11-24,0.5,29.5,0.04,10.7,0.2
2023-11-25,0.7,31.2,0.04,9.6,0.2
2023-11-26,0.6,33.8,0.03,5.3,0.3
2023-11-27,0.65,38.6,0.03,5.9,0.6
2023-11-28,0.7,39.5,0.03,7.2,0.4
2023-11-29,0.8,34.3,0.03,7.3,0.3
2023-11-30,0.7,30.5,0.03,8.8,0.2
2023-12-01,0.6,32.7,0.04,5.4,0.1
2023-12-02,0.7,35.6,0.04,11.1,0.8
2023-12-03,0.9,38.5,0.04,17.4,0.3
2023-12-04,1.1,47.1,0.03,13.7,0.6
2023-12-05,1.1,43.3,0.03,8.5,0.7
2023-12-06,1.0,37.2,0.03,10.1,1.2
2023-12-07,0.5,33.4,0.03,12.2,0.2
2023-12-08,0.7,38.9,0.03,10.8,0.4
2023-12-09,0.9,43.3,0.03,10.2,1.1
2023-12-10,0.9,38.5,0.04,6.2,0.3
2023-12-11,1.1,54.0,0.02,11.8,0.8
2023-12-12,1.2,44.0,0.03,20.1,1.2
2023-12-13,1.1,36.3,0.03,22.1,0.2
2023-12-14,0.9,44.8,0.03,9.5,0.4
2023-12-15,0.9,42.7,0.03,6.9,0.4
2023-12-16,0.9,43.4,0.03,7.5,0.7
2023-12-17,1.1,46.8,0.03,9.8,0.4
2023-12-18,1.1,46.6,0.02,12.4,1.0
2023-12-19,0.5,30.4,0.02,11.9,0.6
2023-12-20,0.4,22.8,0.02,8.2,0.0
2023-12-21,0.4,24.7,0.02,3.5,0.1
2023-12-22,0.4,27.7,0.03,3.6,0.1
2023-12-23,0.6,22.8,0.03,9.6,1.3
2023-12-24,0.8,23.2,0.04,13.2,0.3
2023-12-25,0.6,25.8,0.03,17.5,0.4
2023-12-26,0.8,28.9,0.03,22.9,0.2
2023-12-27,0.9,30.1,0.02,18.7,0.5
2023-12-28,0.8,31.3,0.03,27.5,0.2
2023-12-29,1.0,32.1,0.03,22.9,0.5
2023-12-30,0.5,26.0,0.04,14.1,0.1
2023-12-31,0.7,28.8,0.02,11.5,0.2
